1,Achi
2,Akateka
3,Awakateka
4,Chacuj
5,Chalchiteka
6,Ch'orti'
7,Chuj
8,Garinagu
9,Itza'
10,Ixil
11,Jakalteka (Popti')
12,Kaqchikel
13,K'iche'
14,Mam
15,Maya
16,Mopan
17,Pipil
18,Poqomam
19,Poqomchi'
20,Q'anjob'al
21,Q'eqchi'
22,Sakapulteka
23,Sipakapense
24,Tektiteka
25,Tz'utujil
26,Uspanteka
27,Xincas
30,No sabe
31,No responde
32,Ninguno
